col,row,dia,ecen,fiberID,robotID,imgScale,imgRot,xBetaMeasMM,yBetaMeasMM,xBetaExpectMM,yBetaExpectMM
933.33121792008,574.4501655328754,44.653030435293694,0.3366987538421352,Apogee,561,3.2822757111597376,-0.0290972265002125,14.997116741704716,0.3436493484759292,14.965,0.376
1040.01118980096,374.6571472840686,47.63310685561105,0.3889072241472124,Metrology,561,3.2822757111597376,-0.0290972265002125,14.34151887778606,-0.0068367176737747,14.314,0.0
1159.3530342724357,567.3503151068809,42.89325287434272,0.304373882574395,BOSS,561,3.2822757111597376,-0.0290972265002125,14.974189829059918,-0.3982283084541573,14.965,-0.376
913.263179467923,559.324981852352,45.91823914395487,0.3747532820500666,Apogee,704,3.2822757111597376,-0.5534618323698483,14.989020513944572,0.3874797894418535,14.965,0.376
1039.080307116105,369.8958031032638,41.25919620291836,0.4013723767014601,Metrology,704,3.2822757111597376,-0.5534618323698483,14.371279813000903,-0.0314733752378582,14.314,0.0
1140.7264560886929,572.0540821789467,39.89422804014327,0.2543551203334804,BOSS,704,3.2822757111597376,-0.5534618323698483,15.038010797550394,-0.3586789848960705,14.965,-0.376
916.773992184926,584.4898884449717,41.50533825939352,0.3472486636405394,Apogee,566,3.285870755750274,-0.3233123493331404,14.908560391454344,0.3907850249094222,14.965,0.376
1036.9925034070402,393.0397027868154,40.05348706874727,0.3447997424423487,Metrology,566,3.285870755750274,-0.3233123493331404,14.28171888751748,-0.0077809741692609,14.314,0.0
1142.6847243528437,594.8273086131312,37.55994429663814,0.3006075250944974,BOSS,566,3.285870755750274,-0.3233123493331404,14.946716029747432,-0.3513249524316648,14.965,-0.376
932.2240228429444,579.6699596061515,47.60636921283317,0.1967359770075563,Apogee,734,3.289473684210526,-0.6933557999504494,14.937696240015354,0.3894668134422414,14.965,0.376
1057.707881304662,390.7869244037725,42.81897878766651,0.2577959292390377,Metrology,734,3.289473684210526,-0.6933557999504494,14.321410979658488,-0.0307975050903958,14.314,0.0
1158.651122818988,594.661379804599,55.92026754111214,0.3070318742243705,BOSS,734,3.289473684210526,-0.6933557999504494,14.996019685174936,-0.3547078873393752,14.965,-0.376
912.9016790966164,549.39804280959,41.16651350360511,0.2482952292782519,Apogee,649,3.289473684210526,-0.010874428905659,14.926763965433118,0.3901430695143158,14.965,0.376
1029.5294671615848,355.57885878304256,37.09948716436268,0.3132410907860068,Metrology,649,3.289473684210526,-0.010874428905659,14.289273685128052,0.006378030710121,14.314,0.0
1139.4074818289614,554.2136170449852,39.41258992475499,0.2485537076341749,BOSS,649,3.289473684210526,-0.010874428905659,14.942746082946496,-0.3549387879949758,14.965,-0.376
919.2188638196576,544.5362987148135,50.65153188839754,0.2419764534739489,Apogee,428,3.285870755750274,0.4589841844237932,14.921240722530149,0.3470779824277845,14.965,0.376
1041.4881608953076,352.67444594470635,48.19117066016281,0.2879612775769815,Metrology,428,3.285870755750274,0.4589841844237932,14.287609312030858,-0.0496200228206841,14.314,0.0
1144.71458366013,555.5695072384133,44.83798881681494,0.1610627575239585,BOSS,428,3.285870755750274,0.4589841844237932,14.951557730354342,-0.3941384521793079,14.965,-0.376
943.745317215163,601.4510534862345,51.164250253233405,0.2503011500205692,Apogee,497,3.314917127071823,-0.4086720080004954,14.932406487581751,0.3372375299716822,14.965,0.376
1055.1845396641577,402.6246345313355,50.38689960894512,0.2119842226797576,Metrology,497,3.314917127071823,-0.4086720080004954,14.27596502249312,-0.0368659153928552,14.314,0.0
1172.1779838189464,595.9025095399825,47.61973991081141,0.3496953322512646,BOSS,497,3.314917127071823,-0.4086720080004954,14.919415057814192,-0.4201097567030303,14.965,-0.376
938.1551318884474,589.4204875862827,46.15332878939424,0.3458073650724888,Apogee,484,3.285870755750274,-0.5314133779258745,14.929871338702895,0.3412738265936958,14.965,0.376
1053.824946908035,394.1034505006593,44.1800432557394,0.3351424962327148,Metrology,484,3.285870755750274,-0.5314133779258745,14.291637524695194,-0.0447383172538259,14.314,0.0
1163.4398169859544,592.8348789676492,42.28035383967556,0.3868847887916382,BOSS,484,3.285870755750274,-0.5314133779258745,14.94795581991738,-0.3988466361372784,14.965,-0.376
942.1141187847934,569.8961281949782,42.25022889545923,0.1772664247853297,Apogee,524,3.293084522502744,0.1840436482300905,14.93361053288048,0.3698090737190556,14.965,0.376
1056.779090554556,373.8003160959704,43.81832075126368,0.2035803452788583,Metrology,524,3.293084522502744,0.1840436482300905,14.286640863561136,-0.0057161359710171,14.314,0.0
1167.0026616889252,572.9920442183105,40.74683259266482,0.4088795911172149,BOSS,524,3.293084522502744,0.1840436482300905,14.941426740112384,-0.3707968339217344,14.965,-0.376
900.5035033916894,584.2763363662212,36.59846992787254,0.3859361591925564,Apogee,645,3.2751091703056767,0.3480307431761948,14.882274010918673,0.4189499996448175,14.965,0.376
1035.509408369138,402.2655041302178,38.77751800118501,0.2473143795904978,Metrology,645,3.2751091703056767,0.3480307431761948,14.283493879784237,-0.0195800307426812,14.314,0.0
1126.94098271059,610.2241886872989,38.92499271977894,0.3209816503262542,BOSS,645,3.2751091703056767,0.3480307431761948,14.962749786776689,-0.3231599856927747,14.965,-0.376
923.2569345126176,588.9152451199567,43.64362907600379,0.2740529567823745,Apogee,705,3.2967032967032965,0.2224838217809625,14.958156326140646,0.3725337035645126,14.965,0.376
1037.3339499010578,392.8084385008464,43.17432910297829,0.349711313566609,Metrology,705,3.2967032967032965,0.2224838217809625,14.310194908568088,-0.001031108894555,14.314,0.0
1150.5113424758251,592.229388401338,41.45929793656026,0.3341827789044442,BOSS,705,3.2967032967032965,0.2224838217809625,14.96617283565436,-0.3766934295079823,14.965,-0.376
917.7152505182036,576.7009116676581,41.135572865258986,0.3066796837932352,Apogee,594,3.2822757111597376,0.5290065424755511,14.97687675384955,0.369594228893418,14.965,0.376
1030.3561898414462,379.9908782697672,46.07049295453128,0.3291923567356689,Metrology,594,3.2822757111597376,0.5290065424755511,14.3278341801556,0.0058525698072101,14.314,0.0
1143.962666784884,578.1766944981516,41.76527476609214,0.4182018442692165,BOSS,594,3.2822757111597376,0.5290065424755511,14.974864155913648,-0.3730252410176884,14.965,-0.376
943.2844013358124,589.5897103580977,43.84736836516071,0.2046710023916543,Apogee,457,3.278688524590164,-0.2194758063185856,14.972706985743809,0.3138389192507113,14.965,0.376
1052.22267027058,388.9645619430569,43.11530743614544,0.1613495558255275,Metrology,457,3.278688524590164,-0.2194758063185856,14.316292620951591,-0.0458528105257845,14.314,0.0
1168.9795483903918,585.2416909886107,39.65414023463283,0.4120910563914597,BOSS,457,3.278688524590164,-0.2194758063185856,14.961285847072698,-0.4261943482407183,14.965,-0.376
